time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1983-07-03T17:14:23.170Z,9.652,-83.688,33,6.5,mw,,,,1,us,usp0001wjc,2022-04-27T23:54:14.624Z,"17 km S of Pejibaye, Costa Rica",earthquake,,,,,reviewed,us,nc
1983-05-15T00:24:00.680Z,-18.907,-175.641,33,6.5,ms,,,,1.2,us,usp0001vbx,2022-04-28T00:02:04.103Z,"168 km NW of Pangai, Tonga",earthquake,,,,24,reviewed,us,us
1983-05-10T11:02:35.810Z,-5.399,150.896,112.4,6.5,mw,,,,1,us,usp0001v7c,2022-04-28T00:01:26.223Z,"85 km ENE of Kimbe, Papua New Guinea",earthquake,,1.9,,,reviewed,us,nc
1983-04-30T14:03:49.230Z,41.473,143.764,30.4,6.5,mb,,,,1,us,usp0001uvt,2022-04-28T00:08:28.930Z,"150 km SE of Shizunai-furukawach?, Japan",earthquake,,1.4,,108,reviewed,us,us
1983-04-04T23:12:47.190Z,49.408,155.602,51,6.5,mw,,,,0.9,us,usp0001u6e,2022-04-28T00:05:00.789Z,"145 km SSW of Severo-Kuril’sk, Russia",earthquake,,,,,reviewed,us,nc
1983-02-14T03:20:04.470Z,54.931,-159.189,47,6.5,mw,,,,1.3,us,usp0001t1b,2022-04-28T00:12:59.543Z,"94 km ESE of Sand Point, Alaska",earthquake,,,,,reviewed,us,nc
1983-01-18T15:23:36.850Z,-57.966,-24.311,56,6.5,ms,,,,1.2,us,usp0001sc6,2022-04-28T00:16:42.557Z,"South Sandwich Islands region",earthquake,,,,14,reviewed,us,us
1982-12-17T02:43:03.660Z,24.595,122.547,86.9,6.5,mw,,,,1.2,us,usp0001rgn,2022-04-27T23:01:18.604Z,"48 km WNW of Yonakuni, Japan",earthquake,,1.7,,,reviewed,us,nc
1982-08-12T02:13:08.690Z,-4.354,153.158,45,6.5,mw,,,,1.2,us,usp0001nzq,2022-04-28T00:29:37.008Z,"98 km E of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1982-05-02T11:19:38.010Z,-29.318,-177.151,25.4,6.5,ms,,,,1.3,us,usp0001m22,2022-04-28T00:36:30.486Z,"Kermadec Islands, New Zealand",earthquake,,4,,22,reviewed,us,us
1982-04-06T19:56:53.450Z,14.315,-92.082,64.8,6.5,ms,,,,1,us,usp0001kjv,2022-04-28T00:38:24.458Z,"18 km W of Champerico, Guatemala",earthquake,,2,,23,reviewed,us,us
1982-02-20T19:18:20.240Z,33.579,140.999,18,6.5,ms,,,,0.9,us,usp0001jr4,2022-04-28T00:43:40.850Z,"184 km SSE of Katsuura, Japan",earthquake,,,,26,reviewed,us,us
1982-01-23T17:37:30.260Z,31.696,82.246,33,6.5,ms,,,,1.1,us,usp0001j88,2022-04-28T00:45:28.670Z,"185 km NNE of Burang, China",earthquake,,,,11,reviewed,us,us
1982-01-03T14:09:50.450Z,-0.972,-21.87,10,6.5,ms,,,,1,us,usp0001hvb,2022-04-28T00:44:01.212Z,"central Mid-Atlantic Ridge",earthquake,,,,12,reviewed,us,us
1981-12-27T17:39:13.630Z,38.938,24.905,13.3,6.5,ms,,,,1.3,us,usp0001hpw,2022-04-27T23:02:00.663Z,"29 km E of Skýros, Greece",earthquake,,1.7,,10,reviewed,us,us
1981-11-22T15:05:20.560Z,18.752,120.839,24,6.5,ms,,,,1,us,usp0001h39,2022-04-28T00:50:11.529Z,"21 km NNE of Pagudpud, Philippines",earthquake,,,,15,reviewed,us,us
1981-04-27T18:17:33.780Z,-57.591,148.079,10,6.5,ms,,,,1.4,us,usp0001ddz,2022-04-28T01:07:40.794Z,"west of Macquarie Island",earthquake,,,,13,reviewed,us,us
1980-12-31T10:32:11.000Z,46.06,151.453,33,6.5,ms,,,,,us,usp0001bhu,2022-04-27T23:02:50.715Z,"293 km ENE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,us
1980-10-25T16:20:04.800Z,-22.313,170.38,33,6.5,ms,,,,,us,usp0001afa,2022-04-28T01:25:33.289Z,"271 km ESE of Tadine, New Caledonia",earthquake,,,,,reviewed,us,us
1980-09-26T15:20:37.100Z,-3.225,142.237,33,6.5,ms,,,,,us,usp00019zv,2022-04-28T01:28:37.721Z,"15 km SW of Aitape, Papua New Guinea",earthquake,,,,,reviewed,us,us
1980-07-29T14:58:40.800Z,29.598,81.092,18,6.5,ms,,,,,us,usp0001959,2022-04-28T01:33:37.900Z,"40 km NNE of Dipayal, Nepal",earthquake,,,,,reviewed,us,us
1980-07-16T19:56:46.700Z,-4.456,143.521,84,6.5,mb,,,,,us,usp00018xa,2022-04-28T01:32:49.175Z,"74 km SW of Angoram, Papua New Guinea",earthquake,,,,,reviewed,us,us
1980-06-25T23:18:20.400Z,-5.233,151.686,49,6.5,ms,,,,,us,usp00018ft,2022-04-28T01:35:35.740Z,"117 km SSW of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,us
1980-06-18T10:49:10.000Z,-15.268,-173.57,43,6.5,ms,,,,,us,usp00018a9,2022-04-28T01:35:04.756Z,"79 km NNE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us
1980-02-07T10:49:16.000Z,-54.158,158.89,10,6.5,ms,,,,,us,usp00015bk,2022-04-28T01:43:38.773Z,"Macquarie Island region",earthquake,,,,,reviewed,us,us
1979-07-01T20:38:04.000Z,8.316,-82.943,28,6.5,ms,,,,,us,usp00011nk,2022-04-27T14:59:23.503Z,"9 km WNW of Puerto Armuelles, Panama",earthquake,,,,,reviewed,us,us
1979-04-14T10:00:24.900Z,-36.007,-102.601,10,6.5,ms,,,,,us,usp0000zzp,2022-04-27T15:08:37.196Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,us
1978-12-25T23:57:55.000Z,10.366,-103.865,10,6.5,ms,,,,,us,usp0000y47,2022-04-27T15:20:22.532Z,"northern East Pacific Rise",earthquake,,,,,reviewed,us,us
1978-12-18T10:15:53.100Z,-54.476,2.073,10,6.5,ms,,,,,us,usp0000xz6,2022-04-27T15:19:45.449Z,"Bouvet Island region",earthquake,,,,,reviewed,us,us
1977-11-18T05:20:11.300Z,32.693,88.388,33,6.5,ms,,,,,us,usp0000rk7,2022-04-27T16:05:09.271Z,"western Xizang",earthquake,,,,,reviewed,us,us
1977-09-04T08:48:39.200Z,-13.682,166.706,33,6.5,ms,,,,,us,usp0000qfz,2022-04-27T16:11:30.711Z,"93 km WNW of Sola, Vanuatu",earthquake,,,,,reviewed,us,us
1976-11-30T00:40:57.800Z,-20.52,-68.919,82,6.5,mb,,,,,us,usp0000kjc,2022-04-27T16:48:37.378Z,"132 km ESE of Iquique, Chile",earthquake,,,,,reviewed,us,us
1976-11-18T03:24:00.200Z,-8.818,156.941,33,6.5,ms,,,,,us,usp0000kcn,2022-04-27T16:47:17.891Z,"79 km S of Gizo, Solomon Islands",earthquake,,,,,reviewed,us,us
1976-11-06T18:04:08.900Z,27.605,101.052,33,6.5,ms,,,,,us,usp0000k7d,2022-04-27T16:45:51.430Z,"115 km NE of Lijiang, China",earthquake,,,,,reviewed,us,us
1976-11-02T07:13:15.700Z,-29.349,77.659,33,6.5,ms,,,,,us,usp0000k5e,2022-04-27T16:45:05.252Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,us
1976-09-30T23:34:14.400Z,-30.239,-177.876,32,6.5,ms,,,,,us,usp0000jq7,2022-04-27T16:54:33.912Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1976-07-14T07:13:24.000Z,-8.17,114.888,40,6.5,ms,,,,,us,usp0000hbg,2022-04-27T16:57:24.736Z,"6 km WNW of Seririt, Indonesia",earthquake,,,,,reviewed,us,us
1976-06-26T10:30:59.400Z,3.665,126.75,33,6.5,ms,,,,,us,usp0000h24,2022-04-27T17:04:05.291Z,"239 km SE of Sarangani, Philippines",earthquake,,,,,reviewed,us,us
1976-05-06T20:00:11.600Z,46.356,13.275,9,6.5,ms,,,,,us,usp0000g5v,2022-04-27T17:05:47.888Z,"3 km SW of Prato, Italy",earthquake,,,,,reviewed,us,us
1976-03-29T05:39:35.500Z,3.929,-85.88,33,6.5,ms,,,,,us,usp0000fpg,2022-04-27T17:14:41.266Z,"off the coast of Central America",earthquake,,,,,reviewed,us,us
1975-12-29T03:39:43.000Z,-56.772,-68.478,14,6.5,ms,,,,,us,usp0000e4x,2022-04-27T17:26:04.995Z,"218 km S of Ushuaia, Argentina",earthquake,,,,,reviewed,us,us
1975-10-21T11:59:57.300Z,73.351,55.078,0,6.5,mb,,,,,us,usp0000d7g,2015-06-16T15:38:12.338Z,"Novaya Zemlya, Russia",nuclear explosion,,,,,reviewed,us,us
1975-10-20T22:25:29.000Z,-16.256,-177.43,33,6.5,ms,,,,,us,usp0000d78,2022-04-27T17:30:33.729Z,"227 km SSE of Alo, Wallis and Futuna",earthquake,,,,,reviewed,us,us
1975-09-24T01:47:49.700Z,-20.535,-173.994,33,6.5,ms,,,,,us,usp0000cx8,2022-04-27T17:33:39.222Z,"88 km SSE of Pangai, Tonga",earthquake,,,,,reviewed,us,us
1975-07-14T23:27:55.000Z,-40.446,78.443,33,6.5,ms,,,,,us,usp0000c07,2022-04-27T17:37:46.581Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,us
1975-07-08T12:04:42.400Z,21.485,94.7,157,6.5,mb,,,,,us,usp0000bxy,2022-04-27T17:37:07.937Z,"43 km WNW of Pakokku, Myanmar",earthquake,,,,,reviewed,us,us
1975-07-08T09:37:27.300Z,29.459,-113.346,33,6.5,ms,,,,,us,usp0000bxv,2022-04-27T17:37:01.895Z,"80 km SW of La Libertad, Mexico",earthquake,,,,,reviewed,us,us
1975-06-16T22:35:23.200Z,-3.043,147.821,33,6.5,ms,,,,,us,usp0000bm9,2022-04-27T17:42:50.149Z,"127 km SSE of Lorengau, Papua New Guinea",earthquake,,,,,reviewed,us,us
1975-04-16T01:27:18.700Z,71.516,-10.427,13,6.5,ms,,,,,us,usp0000amw,2024-01-17T20:43:29.409Z,"90 km NW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,,,,,reviewed,us,us
1975-02-22T08:36:07.400Z,51.377,-179.419,48,6.5,ms,,,,,us,usp00009zr,2022-04-27T17:53:55.409Z,"200 km WSW of Adak, Alaska",earthquake,,,,,reviewed,us,us
1975-01-25T02:08:41.500Z,7.218,-77.773,36,6.5,ms,,,,,us,usp00009nh,2022-04-27T17:57:37.010Z,"12 km N of Juradó, Colombia",earthquake,,,,,reviewed,us,us
1975-01-14T19:48:59.200Z,-4.956,129.992,33,6.5,ms,,,,,us,usp00009gz,2022-04-27T17:56:25.523Z,"214 km SSE of Amahai, Indonesia",earthquake,,,,,reviewed,us,us
1974-12-03T03:06:35.200Z,-5.012,129.779,33,6.5,ms,,,,,us,usp00008zj,2022-04-27T17:57:52.580Z,"208 km SSE of Amahai, Indonesia",earthquake,,,,,reviewed,us,us
1974-10-29T03:14:14.600Z,-6.88,129.463,117,6.5,mb,,,,,us,usp00008kr,2022-05-09T19:17:31.044Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1974-09-07T20:43:11.500Z,-9.815,108.356,33,6.5,ms,,,,,us,usp00007yp,2022-04-27T18:07:37.873Z,"260 km SSW of Kroya, Indonesia",earthquake,,,,,reviewed,us,us
1974-07-30T05:12:40.600Z,36.353,70.763,211,6.5,mb,,,,,us,usp00007cw,2022-04-27T18:18:25.590Z,"57 km S of Jurm, Afghanistan",earthquake,,,,,reviewed,us,us
1974-05-08T23:33:25.200Z,34.522,138.74,2,6.5,ms,,,,,us,usp0000694,2022-04-27T18:22:24.148Z,"25 km SW of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1974-03-09T20:14:28.300Z,-7.484,156.179,50,6.5,ms,,,,,us,usp00005jg,2022-04-27T18:26:57.628Z,"100 km NW of Gizo, Solomon Islands",earthquake,,,,,reviewed,us,us
1974-02-06T04:04:07.200Z,53.799,-164.672,2,6.5,ms,,,,,us,usp000056v,2022-04-27T18:28:38.048Z,"81 km ESE of Akutan, Alaska",earthquake,,,,,reviewed,us,us
1973-10-05T05:45:27.300Z,-32.987,-71.916,14,6.5,ms,,,,,us,usp00003pf,2022-04-27T18:38:19.400Z,"27 km WNW of Valparaíso, Chile",earthquake,,,,,reviewed,us,us
1973-09-29T00:44:00.800Z,41.891,130.871,575,6.5,mb,,,,,us,usp00003kr,2022-04-27T18:41:15.186Z,"61 km SSE of Ungsang-nodongjagu, North Korea",earthquake,,,,,reviewed,us,us
1973-07-03T07:03:43.900Z,12.205,125.33,33,6.5,ms,,,,,us,usp00002h1,2022-04-27T18:45:10.684Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-04-24T21:30:09.900Z,4.956,-78.144,50,6.5,ms,,,,,us,usp00001hw,2022-04-27T18:55:19.015Z,"86 km W of Pizarro, Colombia",earthquake,,,,,reviewed,us,us
1973-04-14T08:34:00.100Z,10.679,-84.759,33,6.5,ms,,,,,us,usp00001d9,2022-04-27T18:54:36.233Z,"26 km NNW of La Fortuna, Costa Rica",earthquake,,,,,reviewed,us,us
1973-03-18T11:06:14.700Z,2.033,126.58,33,6.5,ms,,,,,us,usp00000zj,2022-04-27T18:57:28.119Z,"162 km WNW of Tobelo, Indonesia",earthquake,,,,,reviewed,us,us
